fips,name,date,filings_count
05,Arkansas,2019-10-21 12:00:00,105
05,Arkansas,2022-12-26 12:00:00,103
27,Minnesota,2021-04-19 12:00:00,32
30,Montana,2021-03-29 12:00:00,24
49,Utah,2018-12-24 12:00:00,67
13,Georgia,2018-08-13 12:00:00,1456
05,Arkansas,2024-04-22 12:00:00,159
49,Utah,2019-09-30 12:00:00,94
27,Minnesota,2024-01-15 12:00:00,80
30,Montana,2019-07-08 12:00:00,44
30,Montana,2018-10-29 12:00:00,35
38,North Dakota,2017-09-04 12:00:00,30
02,Alaska,2024-02-05 12:00:00,33
30,Montana,2024-08-19 12:00:00,42
02,Alaska,2017-04-03 12:00:00,29
50,Vermont,2017-10-16 12:00:00,40
05,Arkansas,2022-12-12 12:00:00,220
09,Connecticut,2024-07-22 12:00:00,341
49,Utah,2022-06-27 12:00:00,108
27,Minnesota,2023-11-20 12:00:00,243
10,Delaware,2019-10-07 12:00:00,133
02,Alaska,2019-06-17 12:00:00,45
20,Kansas,2022-05-09 12:00:00,33
05,Arkansas,2024-07-15 12:00:00,293
27,Minnesota,2016-05-30 12:00:00,194
13,Georgia,2024-07-08 12:00:00,314
30,Montana,2021-11-22 12:00:00,16
47,Tennessee,2017-04-24 12:00:00,1029
09,Connecticut,2021-07-05 12:00:00,59
50,Vermont,2016-11-07 12:00:00,38
27,Minnesota,2020-07-13 12:00:00,23
38,North Dakota,2018-09-10 12:00:00,52
28,Mississippi,2018-05-28 12:00:00,30
49,Utah,2017-12-25 12:00:00,68
12,Florida,2020-06-08 12:00:00,324
12,Florida,2016-05-23 12:00:00,1540
30,Montana,2023-10-16 12:00:00,67
30,Montana,2022-11-07 12:00:00,31
30,Montana,2024-10-28 12:00:00,42
48,Texas,2016-01-25 12:00:00,1725
38,North Dakota,2023-08-14 12:00:00,99
12,Florida,2024-04-01 12:00:00,532
28,Mississippi,2022-01-03 12:00:00,52
50,Vermont,2019-08-19 12:00:00,47
50,Vermont,2018-09-24 12:00:00,29
50,Vermont,2021-06-28 12:00:00,14
49,Utah,2021-06-14 12:00:00,116
18,Indiana,2017-05-29 12:00:00,1053
39,Ohio,2019-02-25 12:00:00,578
39,Ohio,2023-07-31 12:00:00,634
04,Arizona,2021-05-17 12:00:00,1294
39,Ohio,2023-05-22 12:00:00,541
09,Connecticut,2024-01-15 12:00:00,265
13,Georgia,2022-01-17 12:00:00,522
39,Ohio,2022-12-12 12:00:00,616
39,Ohio,2016-06-13 12:00:00,743
10,Delaware,2017-07-03 12:00:00,126
04,Arizona,2019-03-18 12:00:00,2080
20,Kansas,2018-10-22 12:00:00,94
13,Georgia,2020-02-03 12:00:00,239
13,Georgia,2022-08-15 12:00:00,757
39,Ohio,2020-11-30 12:00:00,347
09,Connecticut,2024-06-24 12:00:00,268
47,Tennessee,2020-05-11 12:00:00,326
13,Georgia,2018-04-23 12:00:00,284
47,Tennessee,2024-06-24 12:00:00,1002
13,Georgia,2016-04-04 12:00:00,199
04,Arizona,2023-09-18 12:00:00,3947
13,Georgia,2024-02-19 12:00:00,903
30,Montana,2020-10-05 12:00:00,36
28,Mississippi,2019-08-19 12:00:00,100
10,Delaware,2024-11-04 12:00:00,169
48,Texas,2024-11-18 12:00:00,1742
12,Florida,2023-09-04 12:00:00,922
49,Utah,2016-03-21 12:00:00,119
12,Florida,2024-08-12 12:00:00,881
02,Alaska,2017-10-09 12:00:00,38
48,Texas,2021-12-06 12:00:00,1534
04,Arizona,2018-01-01 12:00:00,424
28,Mississippi,2018-10-22 12:00:00,94
13,Georgia,2016-10-31 12:00:00,258
49,Utah,2021-08-09 12:00:00,78
30,Montana,2020-06-08 12:00:00,42
49,Utah,2017-01-09 12:00:00,182
10,Delaware,2018-12-17 12:00:00,672
39,Ohio,2018-10-22 12:00:00,700
39,Ohio,2021-12-06 12:00:00,338
48,Texas,2021-03-15 12:00:00,1325
05,Arkansas,2016-09-19 12:00:00,71
30,Montana,2018-12-31 12:00:00,26
39,Ohio,2017-02-06 12:00:00,505
49,Utah,2024-03-04 12:00:00,88
04,Arizona,2024-01-29 12:00:00,1151
04,Arizona,2019-10-07 12:00:00,993
39,Ohio,2024-07-29 12:00:00,540
04,Arizona,2023-11-20 12:00:00,2567
10,Delaware,2018-08-13 12:00:00,516
10,Delaware,2018-10-08 12:00:00,186
04,Arizona,2018-02-19 12:00:00,2170
02,Alaska,2019-01-21 12:00:00,44
09,Connecticut,2019-03-18 12:00:00,225
28,Mississippi,2023-10-30 12:00:00,89
13,Georgia,2023-03-27 12:00:00,238
28,Mississippi,2019-06-03 12:00:00,25
10,Delaware,2024-05-13 12:00:00,241
49,Utah,2024-07-29 12:00:00,142
39,Ohio,2024-10-28 12:00:00,602
02,Alaska,2018-05-28 12:00:00,34
47,Tennessee,2024-05-06 12:00:00,579
49,Utah,2020-06-08 12:00:00,78
12,Florida,2024-04-15 12:00:00,886
12,Florida,2023-06-19 12:00:00,1361
49,Utah,2023-09-04 12:00:00,78
10,Delaware,2024-04-08 12:00:00,120
48,Texas,2021-01-18 12:00:00,1407
12,Florida,2021-08-16 12:00:00,1114
40,Oklahoma,2020-05-25 12:00:00,284
02,Alaska,2018-08-06 12:00:00,40
48,Texas,2017-10-02 12:00:00,1219
09,Connecticut,2022-02-21 12:00:00,134
38,North Dakota,2019-07-08 12:00:00,53
10,Delaware,2023-05-01 12:00:00,182
04,Arizona,2022-01-24 12:00:00,1912
30,Montana,2021-04-12 12:00:00,30
30,Montana,2021-03-22 12:00:00,31
13,Georgia,2021-10-11 12:00:00,667
39,Ohio,2021-11-22 12:00:00,422
38,North Dakota,2022-07-18 12:00:00,77
09,Connecticut,2021-10-11 12:00:00,94
50,Vermont,2021-09-06 12:00:00,34
49,Utah,2016-05-30 12:00:00,68
49,Utah,2018-11-05 12:00:00,84
30,Montana,2017-10-16 12:00:00,45
20,Kansas,2024-11-25 12:00:00,46
05,Arkansas,2016-06-13 12:00:00,139
10,Delaware,2020-03-16 12:00:00,353
09,Connecticut,2024-04-29 12:00:00,254
38,North Dakota,2018-12-24 12:00:00,39
12,Florida,2024-03-04 12:00:00,591
13,Georgia,2019-06-24 12:00:00,294
12,Florida,2025-01-27 12:00:00,987
04,Arizona,2019-04-08 12:00:00,1157
49,Utah,2018-05-28 12:00:00,84
49,Utah,2019-09-02 12:00:00,73
38,North Dakota,2019-02-25 12:00:00,73
48,Texas,2020-04-13 12:00:00,237
09,Connecticut,2017-09-11 12:00:00,328
02,Alaska,2022-05-09 12:00:00,58
30,Montana,2021-04-19 12:00:00,34
13,Georgia,2017-03-13 12:00:00,776
78,Virgin Islands,2020-06-15 12:00:00,5
02,Alaska,2020-09-14 12:00:00,49
20,Kansas,2016-04-25 12:00:00,48
09,Connecticut,2024-10-07 12:00:00,462
30,Montana,2017-09-11 12:00:00,59
20,Kansas,2017-07-17 12:00:00,59
49,Utah,2019-03-18 12:00:00,128
50,Vermont,2018-10-15 12:00:00,31
02,Alaska,2024-12-02 12:00:00,36
78,Virgin Islands,2019-04-29 12:00:00,13
30,Montana,2016-01-11 12:00:00,41
38,North Dakota,2016-11-07 12:00:00,20
30,Montana,2020-03-02 12:00:00,36
10,Delaware,2021-11-08 12:00:00,169
50,Vermont,2017-08-21 12:00:00,30
27,Minnesota,2021-07-12 12:00:00,54
02,Alaska,2018-06-18 12:00:00,59
49,Utah,2024-10-28 12:00:00,127
30,Montana,2024-11-25 12:00:00,29
18,Indiana,2020-05-18 12:00:00,106
10,Delaware,2016-09-05 12:00:00,145
20,Kansas,2020-11-09 12:00:00,21
02,Alaska,2022-08-29 12:00:00,43
05,Arkansas,2019-05-27 12:00:00,92
09,Connecticut,2021-07-12 12:00:00,47
50,Vermont,2019-10-07 12:00:00,32
13,Georgia,2018-07-23 12:00:00,468
05,Arkansas,2023-10-30 12:00:00,126
30,Montana,2016-12-05 12:00:00,28
27,Minnesota,2020-04-06 12:00:00,7
10,Delaware,2019-07-15 12:00:00,564
38,North Dakota,2019-07-29 12:00:00,66
04,Arizona,2023-12-18 12:00:00,4043
02,Alaska,2022-01-31 12:00:00,31
49,Utah,2021-09-06 12:00:00,87
04,Arizona,2018-04-30 12:00:00,506
04,Arizona,2018-02-26 12:00:00,677
04,Arizona,2017-02-20 12:00:00,1802
48,Texas,2016-12-12 12:00:00,3623
39,Ohio,2021-08-09 12:00:00,377
40,Oklahoma,2022-12-26 12:00:00,504
04,Arizona,2019-12-23 12:00:00,955
04,Arizona,2023-05-01 12:00:00,836
10,Delaware,2019-08-26 12:00:00,377
04,Arizona,2018-12-17 12:00:00,2872
49,Utah,2017-03-27 12:00:00,85
10,Delaware,2022-02-07 12:00:00,153
04,Arizona,2017-07-31 12:00:00,588
38,North Dakota,2020-08-24 12:00:00,79
09,Connecticut,2018-07-02 12:00:00,269
09,Connecticut,2018-12-31 12:00:00,238
40,Oklahoma,2020-03-23 12:00:00,193
50,Vermont,2016-03-07 12:00:00,29
13,Georgia,2022-05-02 12:00:00,555
10,Delaware,2019-05-13 12:00:00,430
39,Ohio,2019-02-18 12:00:00,710
04,Arizona,2017-01-09 12:00:00,1665
50,Vermont,2018-01-01 12:00:00,29
39,Ohio,2021-08-02 12:00:00,301
10,Delaware,2024-07-29 12:00:00,278
39,Ohio,2024-09-09 12:00:00,583
04,Arizona,2017-10-30 12:00:00,637
13,Georgia,2017-01-30 12:00:00,268
49,Utah,2016-05-16 12:00:00,207
48,Texas,2018-12-31 12:00:00,865
40,Oklahoma,2024-04-15 12:00:00,1410
47,Tennessee,2018-06-11 12:00:00,932
40,Oklahoma,2018-09-10 12:00:00,1210
48,Texas,2019-04-15 12:00:00,2774
27,Minnesota,2016-04-18 12:00:00,351
18,Indiana,2019-04-08 12:00:00,1067
40,Oklahoma,2024-07-08 12:00:00,758
48,Texas,2019-01-28 12:00:00,1422
49,Utah,2019-11-25 12:00:00,80
51,Virginia,2019-04-22 12:00:00,3857
30,Montana,2022-07-04 12:00:00,40
27,Minnesota,2019-01-07 12:00:00,331
30,Montana,2022-04-11 12:00:00,34
05,Arkansas,2022-07-25 12:00:00,245
05,Arkansas,2021-04-05 12:00:00,84
27,Minnesota,2016-02-29 12:00:00,197
49,Utah,2018-04-30 12:00:00,93
18,Indiana,2020-09-28 12:00:00,931
12,Florida,2018-01-08 12:00:00,1396
42,Pennsylvania,2018-02-12 12:00:00,2620
27,Minnesota,2018-07-02 12:00:00,173
27,Minnesota,2023-08-07 12:00:00,317
42,Pennsylvania,2024-01-29 12:00:00,2308
50,Vermont,2023-03-27 12:00:00,37
51,Virginia,2017-01-02 12:00:00,1337
51,Virginia,2017-09-04 12:00:00,870
30,Montana,2018-01-15 12:00:00,28
05,Arkansas,2021-06-07 12:00:00,82
47,Tennessee,2016-08-29 12:00:00,1120
49,Utah,2022-09-12 12:00:00,211
02,Alaska,2017-01-16 12:00:00,77
48,Texas,2021-11-01 12:00:00,1174
13,Georgia,2023-05-01 12:00:00,339
40,Oklahoma,2019-12-30 12:00:00,441
30,Montana,2017-03-06 12:00:00,31
38,North Dakota,2017-05-01 12:00:00,28
47,Tennessee,2016-04-11 12:00:00,890
05,Arkansas,2018-04-16 12:00:00,118
49,Utah,2024-04-15 12:00:00,229
05,Arkansas,2022-05-16 12:00:00,215
38,North Dakota,2024-02-05 12:00:00,104
18,Indiana,2019-05-06 12:00:00,994
38,North Dakota,2023-09-18 12:00:00,137
51,Virginia,2023-01-02 12:00:00,2046
49,Utah,2023-09-25 12:00:00,163
42,Pennsylvania,2023-02-27 12:00:00,2287
18,Indiana,2023-04-24 12:00:00,1627
49,Utah,2018-04-02 12:00:00,67
51,Virginia,2017-05-22 12:00:00,4502
40,Oklahoma,2016-01-18 12:00:00,1352
02,Alaska,2024-07-29 12:00:00,33
27,Minnesota,2016-07-04 12:00:00,185
51,Virginia,2019-10-28 12:00:00,2768
47,Tennessee,2018-07-16 12:00:00,1552
27,Minnesota,2017-11-27 12:00:00,274
27,Minnesota,2017-02-27 12:00:00,237
02,Alaska,2020-10-05 12:00:00,18
40,Oklahoma,2024-04-29 12:00:00,522
09,Connecticut,2021-12-13 12:00:00,176
05,Arkansas,2020-06-08 12:00:00,100
20,Kansas,2020-10-26 12:00:00,17
40,Oklahoma,2020-05-11 12:00:00,144
39,Ohio,2021-06-07 12:00:00,349
27,Minnesota,2023-01-02 12:00:00,226
48,Texas,2019-05-20 12:00:00,2763
40,Oklahoma,2020-06-29 12:00:00,259
12,Florida,2020-02-10 12:00:00,1269
27,Minnesota,2021-12-20 12:00:00,96
30,Montana,2022-06-27 12:00:00,23
05,Arkansas,2020-07-06 12:00:00,86
27,Minnesota,2019-12-09 12:00:00,337
12,Florida,2018-01-22 12:00:00,1732
02,Alaska,2016-09-26 12:00:00,36
40,Oklahoma,2024-12-09 12:00:00,1136
30,Montana,2018-06-04 12:00:00,30
40,Oklahoma,2016-03-28 12:00:00,549
40,Oklahoma,2020-11-16 12:00:00,1138
09,Connecticut,2016-05-02 12:00:00,256
09,Connecticut,2023-01-23 12:00:00,272
05,Arkansas,2021-07-26 12:00:00,111
12,Florida,2017-05-29 12:00:00,943
38,North Dakota,2022-05-16 12:00:00,64
05,Arkansas,2022-08-29 12:00:00,145
50,Vermont,2017-09-25 12:00:00,37
05,Arkansas,2016-08-01 12:00:00,84
47,Tennessee,2016-01-04 12:00:00,1041
40,Oklahoma,2016-09-12 12:00:00,1387
27,Minnesota,2022-08-08 12:00:00,433
27,Minnesota,2021-06-14 12:00:00,21
38,North Dakota,2024-09-23 12:00:00,72
50,Vermont,2023-12-18 12:00:00,47
47,Tennessee,2018-03-05 12:00:00,814
51,Virginia,2021-03-01 12:00:00,930
18,Indiana,2016-12-12 12:00:00,1286
38,North Dakota,2023-03-27 12:00:00,63
38,North Dakota,2016-01-11 12:00:00,30
49,Utah,2023-10-23 12:00:00,158
27,Minnesota,2020-12-07 12:00:00,34
20,Kansas,2021-01-25 12:00:00,18
48,Texas,2020-07-20 12:00:00,865
05,Arkansas,2024-02-05 12:00:00,147
02,Alaska,2021-01-04 12:00:00,25
05,Arkansas,2020-06-29 12:00:00,54
18,Indiana,2017-11-20 12:00:00,1305
38,North Dakota,2018-02-05 12:00:00,43
42,Pennsylvania,2016-05-30 12:00:00,1398
27,Minnesota,2016-01-25 12:00:00,268
49,Utah,2020-02-10 12:00:00,221
09,Connecticut,2023-03-27 12:00:00,236
28,Mississippi,2016-11-28 12:00:00,100
48,Texas,2017-12-11 12:00:00,3453
10,Delaware,2023-06-19 12:00:00,314
04,Arizona,2024-05-20 12:00:00,3758
13,Georgia,2019-10-21 12:00:00,630
04,Arizona,2018-07-23 12:00:00,1493
12,Florida,2020-10-19 12:00:00,1616
39,Ohio,2024-04-29 12:00:00,448
10,Delaware,2016-11-14 12:00:00,503
40,Oklahoma,2022-04-18 12:00:00,1408
51,Virginia,2024-02-26 12:00:00,3767
42,Pennsylvania,2018-01-01 12:00:00,1248
12,Florida,2024-10-07 12:00:00,236
49,Utah,2018-02-26 12:00:00,89
47,Tennessee,2016-11-14 12:00:00,1335
12,Florida,2018-05-21 12:00:00,1477
12,Florida,2022-12-05 12:00:00,1209
39,Ohio,2024-12-16 12:00:00,789
04,Arizona,2020-03-16 12:00:00,2191
42,Pennsylvania,2022-05-30 12:00:00,1626
40,Oklahoma,2022-03-14 12:00:00,1334
18,Indiana,2020-11-09 12:00:00,929
05,Arkansas,2024-12-16 12:00:00,230
47,Tennessee,2024-08-19 12:00:00,1355
51,Virginia,2020-04-27 12:00:00,159
51,Virginia,2022-09-12 12:00:00,2261
04,Arizona,2022-12-12 12:00:00,1723
49,Utah,2022-07-04 12:00:00,55
38,North Dakota,2020-04-20 12:00:00,7
05,Arkansas,2016-04-18 12:00:00,70
12,Florida,2023-02-20 12:00:00,1472
48,Texas,2022-06-20 12:00:00,3068
12,Florida,2022-12-26 12:00:00,1115
40,Oklahoma,2017-10-09 12:00:00,1147
04,Arizona,2021-11-15 12:00:00,1441
39,Ohio,2023-02-13 12:00:00,611
04,Arizona,2020-08-24 12:00:00,743
04,Arizona,2020-03-02 12:00:00,396
48,Texas,2024-07-29 12:00:00,975
05,Arkansas,2017-07-17 12:00:00,106
10,Delaware,2021-08-09 12:00:00,100
20,Kansas,2017-06-26 12:00:00,45
48,Texas,2023-03-13 12:00:00,3320
48,Texas,2022-04-04 12:00:00,1773
13,Georgia,2022-09-05 12:00:00,242
39,Ohio,2023-09-18 12:00:00,746
39,Ohio,2018-07-30 12:00:00,515
48,Texas,2016-10-31 12:00:00,828
10,Delaware,2022-03-28 12:00:00,197
05,Arkansas,2019-08-19 12:00:00,122
42,Pennsylvania,2016-11-21 12:00:00,1350
27,Minnesota,2021-07-26 12:00:00,75
39,Ohio,2020-06-15 12:00:00,514
28,Mississippi,2017-07-17 12:00:00,96
49,Utah,2019-10-07 12:00:00,154
30,Montana,2016-06-06 12:00:00,33
28,Mississippi,2021-07-05 12:00:00,10
48,Texas,2021-10-11 12:00:00,2612
12,Florida,2019-05-06 12:00:00,887
28,Mississippi,2023-02-20 12:00:00,149
40,Oklahoma,2023-10-02 12:00:00,464
30,Montana,2016-07-04 12:00:00,42
13,Georgia,2022-09-26 12:00:00,291
30,Montana,2024-01-08 12:00:00,58
48,Texas,2023-08-28 12:00:00,2485
09,Connecticut,2018-08-20 12:00:00,302
05,Arkansas,2024-11-11 12:00:00,259
10,Delaware,2016-12-26 12:00:00,307
12,Florida,2019-03-04 12:00:00,827
05,Arkansas,2023-08-28 12:00:00,143
27,Minnesota,2019-03-11 12:00:00,336
09,Connecticut,2022-11-07 12:00:00,367
10,Delaware,2016-10-03 12:00:00,215
05,Arkansas,2016-08-08 12:00:00,87
13,Georgia,2022-06-20 12:00:00,443
51,Virginia,2020-04-20 12:00:00,304
49,Utah,2019-08-05 12:00:00,84
12,Florida,2020-02-24 12:00:00,1431
49,Utah,2023-08-21 12:00:00,175
18,Indiana,2023-01-30 12:00:00,1307
09,Connecticut,2020-08-17 12:00:00,21
09,Connecticut,2017-07-17 12:00:00,383
49,Utah,2017-03-13 12:00:00,176
48,Texas,2017-09-18 12:00:00,2516
39,Ohio,2019-06-03 12:00:00,470
09,Connecticut,2019-07-29 12:00:00,338
42,Pennsylvania,2022-07-11 12:00:00,2338
12,Florida,2016-07-04 12:00:00,832
48,Texas,2018-03-26 12:00:00,878
27,Minnesota,2018-04-16 12:00:00,309
40,Oklahoma,2018-03-19 12:00:00,753
27,Minnesota,2023-02-13 12:00:00,472
48,Texas,2024-04-22 12:00:00,2439
49,Utah,2017-06-12 12:00:00,225
49,Utah,2023-01-09 12:00:00,168
40,Oklahoma,2017-12-04 12:00:00,447
27,Minnesota,2023-06-12 12:00:00,431
12,Florida,2021-07-19 12:00:00,1099
48,Texas,2020-01-06 12:00:00,2569
27,Minnesota,2018-07-30 12:00:00,208
30,Montana,2016-05-16 12:00:00,42
40,Oklahoma,2023-06-12 12:00:00,1435
18,Indiana,2024-04-15 12:00:00,1797
42,Pennsylvania,2019-12-30 12:00:00,1705
42,Pennsylvania,2016-04-18 12:00:00,1749
20,Kansas,2017-08-21 12:00:00,56
09,Connecticut,2024-03-04 12:00:00,354
12,Florida,2020-08-03 12:00:00,764
51,Virginia,2023-02-06 12:00:00,2004
18,Indiana,2024-01-15 12:00:00,1839
40,Oklahoma,2023-04-03 12:00:00,309
12,Florida,2021-06-07 12:00:00,804
05,Arkansas,2022-10-31 12:00:00,178
39,Ohio,2019-09-23 12:00:00,661
18,Indiana,2021-08-09 12:00:00,860
02,Alaska,2022-04-25 12:00:00,52
49,Utah,2019-05-27 12:00:00,96
51,Virginia,2021-02-01 12:00:00,666
18,Indiana,2020-06-01 12:00:00,177
38,North Dakota,2021-08-02 12:00:00,43
30,Montana,2021-03-15 12:00:00,38
38,North Dakota,2020-12-14 12:00:00,91
38,North Dakota,2024-08-05 12:00:00,55
47,Tennessee,2017-12-11 12:00:00,896
30,Montana,2023-05-29 12:00:00,43
38,North Dakota,2022-10-24 12:00:00,86
20,Kansas,2024-12-30 12:00:00,20
02,Alaska,2021-08-30 12:00:00,27
49,Utah,2018-09-24 12:00:00,154
49,Utah,2023-07-24 12:00:00,138
50,Vermont,2023-04-03 12:00:00,35
12,Florida,2018-10-08 12:00:00,1109
27,Minnesota,2022-01-17 12:00:00,162
13,Georgia,2016-08-01 12:00:00,272
48,Texas,2020-12-07 12:00:00,1543
02,Alaska,2019-06-10 12:00:00,57
18,Indiana,2020-09-07 12:00:00,977
47,Tennessee,2024-12-02 12:00:00,644
27,Minnesota,2023-07-03 12:00:00,221
48,Texas,2021-03-01 12:00:00,892
10,Delaware,2016-10-10 12:00:00,201
09,Connecticut,2016-11-21 12:00:00,186
13,Georgia,2023-09-25 12:00:00,332
12,Florida,2017-06-19 12:00:00,1726
38,North Dakota,2017-07-10 12:00:00,38
30,Montana,2019-07-22 12:00:00,42
13,Georgia,2019-05-06 12:00:00,339
49,Utah,2019-05-13 12:00:00,211
48,Texas,2020-09-28 12:00:00,756
09,Connecticut,2024-04-22 12:00:00,251
18,Indiana,2016-03-14 12:00:00,1184
10,Delaware,2017-11-27 12:00:00,342
27,Minnesota,2017-10-23 12:00:00,278
30,Montana,2019-12-02 12:00:00,35
40,Oklahoma,2018-04-02 12:00:00,369
02,Alaska,2018-01-01 12:00:00,23
30,Montana,2021-09-20 12:00:00,37
49,Utah,2022-12-26 12:00:00,61
30,Montana,2017-08-28 12:00:00,44
12,Florida,2022-01-17 12:00:00,1438
13,Georgia,2019-05-27 12:00:00,191
50,Vermont,2019-12-30 12:00:00,24
05,Arkansas,2022-04-04 12:00:00,112
02,Alaska,2024-12-09 12:00:00,38
05,Arkansas,2019-02-25 12:00:00,94
10,Delaware,2023-03-20 12:00:00,315
48,Texas,2016-12-26 12:00:00,1432
50,Vermont,2024-04-15 12:00:00,39
38,North Dakota,2019-02-18 12:00:00,73
50,Vermont,2016-11-21 12:00:00,17
40,Oklahoma,2022-01-17 12:00:00,1249
47,Tennessee,2017-11-06 12:00:00,777
40,Oklahoma,2022-11-21 12:00:00,637
40,Oklahoma,2025-01-27 12:00:00,790
30,Montana,2017-05-15 12:00:00,50
05,Arkansas,2022-09-12 12:00:00,239
50,Vermont,2022-08-22 12:00:00,29
13,Georgia,2021-02-08 12:00:00,313
47,Tennessee,2017-03-27 12:00:00,658
05,Arkansas,2020-01-20 12:00:00,136
40,Oklahoma,2019-09-30 12:00:00,455
78,Virgin Islands,2021-03-29 12:00:00,1
05,Arkansas,2024-02-12 12:00:00,241
38,North Dakota,2019-01-14 12:00:00,89
27,Minnesota,2022-11-14 12:00:00,327
38,North Dakota,2022-06-20 12:00:00,53
30,Montana,2021-02-15 12:00:00,29
02,Alaska,2017-12-18 12:00:00,69
27,Minnesota,2017-12-11 12:00:00,382
09,Connecticut,2020-09-07 12:00:00,29
27,Minnesota,2023-10-30 12:00:00,299
02,Alaska,2022-10-31 12:00:00,38
05,Arkansas,2022-05-30 12:00:00,120
05,Arkansas,2016-11-07 12:00:00,79
49,Utah,2023-02-20 12:00:00,155
78,Virgin Islands,2022-07-04 12:00:00,4
02,Alaska,2023-02-06 12:00:00,41
40,Oklahoma,2023-06-05 12:00:00,497
27,Minnesota,2019-05-06 12:00:00,279
28,Mississippi,2022-04-18 12:00:00,62
78,Virgin Islands,2019-02-04 12:00:00,7
13,Georgia,2019-04-15 12:00:00,910
30,Montana,2019-09-23 12:00:00,46
02,Alaska,2017-06-05 12:00:00,20
12,Florida,2019-12-30 12:00:00,1019
50,Vermont,2018-07-30 12:00:00,41
51,Virginia,2024-08-05 12:00:00,1348
18,Indiana,2023-12-25 12:00:00,991
50,Vermont,2017-02-13 12:00:00,37
09,Connecticut,2017-11-27 12:00:00,304
09,Connecticut,2019-06-10 12:00:00,315
05,Arkansas,2020-04-27 12:00:00,39
40,Oklahoma,2021-01-04 12:00:00,449
40,Oklahoma,2019-06-10 12:00:00,1451
05,Arkansas,2018-09-24 12:00:00,127
12,Florida,2020-04-20 12:00:00,175
47,Tennessee,2018-11-26 12:00:00,1304
09,Connecticut,2018-04-23 12:00:00,231
40,Oklahoma,2019-06-17 12:00:00,1427
50,Vermont,2020-03-02 12:00:00,41
30,Montana,2023-03-13 12:00:00,54
38,North Dakota,2020-06-29 12:00:00,43
40,Oklahoma,2020-11-02 12:00:00,405
40,Oklahoma,2017-01-30 12:00:00,402
47,Tennessee,2016-07-04 12:00:00,692
02,Alaska,2018-11-19 12:00:00,50
49,Utah,2022-02-21 12:00:00,104
40,Oklahoma,2018-08-27 12:00:00,549
05,Arkansas,2018-07-30 12:00:00,96
20,Kansas,2021-04-26 12:00:00,13
49,Utah,2022-12-12 12:00:00,164
50,Vermont,2022-07-25 12:00:00,42
49,Utah,2022-04-18 12:00:00,108
40,Oklahoma,2022-10-10 12:00:00,970
13,Georgia,2016-02-15 12:00:00,784
38,North Dakota,2019-09-16 12:00:00,75
12,Florida,2016-12-26 12:00:00,955
02,Alaska,2022-07-04 12:00:00,25
38,North Dakota,2021-02-01 12:00:00,44
09,Connecticut,2018-05-28 12:00:00,220
27,Minnesota,2024-02-19 12:00:00,296
05,Arkansas,2017-11-13 12:00:00,121
05,Arkansas,2019-01-28 12:00:00,107
27,Minnesota,2019-05-20 12:00:00,292
02,Alaska,2024-12-30 12:00:00,39
30,Montana,2022-03-14 12:00:00,30
05,Arkansas,2018-04-30 12:00:00,55
40,Oklahoma,2024-02-26 12:00:00,541
27,Minnesota,2022-08-22 12:00:00,397
05,Arkansas,2020-02-03 12:00:00,127
09,Connecticut,2016-04-04 12:00:00,232
05,Arkansas,2021-05-24 12:00:00,91
27,Minnesota,2024-07-08 12:00:00,234
40,Oklahoma,2016-11-14 12:00:00,1760
38,North Dakota,2018-01-29 12:00:00,50
38,North Dakota,2016-06-06 12:00:00,38
30,Montana,2022-12-19 12:00:00,35
27,Minnesota,2018-03-05 12:00:00,250
12,Florida,2020-01-13 12:00:00,1766
50,Vermont,2016-11-14 12:00:00,37
38,North Dakota,2018-10-22 12:00:00,66
39,Ohio,2024-04-22 12:00:00,599
05,Arkansas,2017-06-19 12:00:00,97
12,Florida,2016-04-04 12:00:00,927
09,Connecticut,2020-02-24 12:00:00,163
27,Minnesota,2017-12-04 12:00:00,280
05,Arkansas,2022-09-26 12:00:00,150
47,Tennessee,2016-08-22 12:00:00,1308
49,Utah,2020-06-15 12:00:00,95
47,Tennessee,2017-07-10 12:00:00,994
13,Georgia,2019-12-23 12:00:00,316
05,Arkansas,2022-03-28 12:00:00,134
47,Tennessee,2016-11-07 12:00:00,570
02,Alaska,2020-06-01 12:00:00,27
51,Virginia,2017-03-27 12:00:00,1814
40,Oklahoma,2018-01-29 12:00:00,411
38,North Dakota,2024-10-28 12:00:00,63
40,Oklahoma,2019-10-28 12:00:00,433
50,Vermont,2021-05-31 12:00:00,19
30,Montana,2019-12-30 12:00:00,25
30,Montana,2016-12-19 12:00:00,32
18,Indiana,2022-03-28 12:00:00,1148
40,Oklahoma,2018-05-21 12:00:00,810
30,Montana,2022-03-21 12:00:00,22
02,Alaska,2019-08-05 12:00:00,45
48,Texas,2020-05-04 12:00:00,230
50,Vermont,2023-01-02 12:00:00,23
27,Minnesota,2022-09-05 12:00:00,264
40,Oklahoma,2016-07-25 12:00:00,766
47,Tennessee,2016-03-28 12:00:00,813
49,Utah,2022-01-03 12:00:00,81
05,Arkansas,2018-12-10 12:00:00,153
48,Texas,2016-05-30 12:00:00,833
02,Alaska,2021-02-01 12:00:00,29
42,Pennsylvania,2021-03-29 12:00:00,806
05,Arkansas,2017-11-27 12:00:00,99
30,Montana,2022-11-21 12:00:00,37
27,Minnesota,2020-06-29 12:00:00,21
02,Alaska,2021-09-27 12:00:00,24
